feature,coef,clean_feature
word_tfidf__haul,-0.03429862888298738,word: haul
word_tfidf__hauling,-0.027307540029835424,word: hauling
word_tfidf__hauls,-0.07088928198054577,word: hauls
word_tfidf__haunted,-0.042999807460840436,word: haunted
word_tfidf__haunting,0.02068306038708344,word: haunting
word_tfidf__haven,-0.023785006194496805,word: haven
word_tfidf__haven got,-0.04626149185496037,word: haven got
word_tfidf__haven heard,-0.0741302831084106,word: haven heard
word_tfidf__haven seen,-0.010552468108070881,word: haven seen
word_tfidf__havin,0.09312488251313157,word: havin
word_tfidf__having fun,-0.08386842277333031,word: having fun
word_tfidf__having sex,-0.07465304033086541,word: having sex
word_tfidf__having trouble,-0.012754186979217819,word: having trouble
word_tfidf__hawaii,-0.12236203607825825,word: hawaii
word_tfidf__hawaiian,-0.15017871473774402,word: hawaiian
word_tfidf__hawk,0.03186788433664009,word: hawk
word_tfidf__hawkins,-0.04364715950832333,word: hawkins
word_tfidf__hay,0.015545625655930862,word: hay
word_tfidf__hayes,0.08769392390798801,word: hayes
word_tfidf__haze,-0.09789831484271184,word: haze
word_tfidf__hazel,0.07570927550502449,word: hazel
word_tfidf__head door,-0.02915125446753822,word: head door
word_tfidf__head hands,-0.10938000184185599,word: head hands
word_tfidf__head int,-0.017310067632752987,word: head int
word_tfidf__head just,-0.08010639147692246,word: head just
word_tfidf__head like,0.025627805457622877,word: head like
word_tfidf__head looks,0.009896804942192961,word: head looks
word_tfidf__head turns,-0.004366125405540396,word: head turns
word_tfidf__headache,0.08984793628337077,word: headache
word_tfidf__headed,-0.004459059618927371,word: headed
word_tfidf__heading,-0.0646560115350869,word: heading
word_tfidf__headlights,0.005927836691151122,word: headlights
word_tfidf__headline,-0.10991096641109926,word: headline
word_tfidf__headlines,-0.01662643654104933,word: headlines
word_tfidf__headphones,-0.00750224883458964,word: headphones
word_tfidf__headquarters,0.13268060101688464,word: headquarters
word_tfidf__heads door,-0.13587559592636456,word: heads door
word_tfidf__headset,-0.10371019414432622,word: headset
word_tfidf__heal,-0.03092693927787639,word: heal
word_tfidf__health,0.06592282011054623,word: health
word_tfidf__healthy,0.04040558595759001,word: healthy
word_tfidf__heap,0.020976211753370617,word: heap
word_tfidf__hear door,0.04038561562476596,word: hear door
word_tfidf__hear sound,-0.08057903363361615,word: hear sound
word_tfidf__hear voice,0.031677755434689585,word: hear voice
word_tfidf__hearing,-0.00505691080886742,word: hearing
word_tfidf__hears,-0.025300029781645195,word: hears
word_tfidf__hears sound,-0.03238670338474011,word: hears sound
word_tfidf__hearse,-0.05143704788621054,word: hearse
word_tfidf__heart,-0.019492105628973876,word: heart
word_tfidf__heart attack,-0.06669162434053555,word: heart attack
word_tfidf__heartbeat,-0.015447261270195165,word: heartbeat
word_tfidf__hearted,-0.07627092369213574,word: hearted
word_tfidf__hearts,-0.000841432016899565,word: hearts
word_tfidf__heat,-0.06313492635396413,word: heat
word_tfidf__heated,-0.03147112261927026,word: heated
word_tfidf__heath,0.061452948736282154,word: heath
word_tfidf__heather,-0.16232960287477238,word: heather
word_tfidf__heaven,-0.021879456047077923,word: heaven
word_tfidf__heavens,-0.004454575394988849,word: heavens
word_tfidf__heaves,0.023723498468621297,word: heaves
word_tfidf__heavily,0.10535653926070798,word: heavily
word_tfidf__heaving,-0.015930695720326484,word: heaving
word_tfidf__heavy,0.04881186286036983,word: heavy
word_tfidf__heavy duty,-0.04539234637479085,word: heavy duty
word_tfidf__heck,0.012586936233514983,word: heck
word_tfidf__hector,-0.13417794096759003,word: hector
word_tfidf__hedge,-0.08999192319705936,word: hedge
word_tfidf__hee,-0.041347795715365655,word: hee
word_tfidf__heel,0.0793961811538922,word: heel
word_tfidf__heels,-0.07844973932122562,word: heels
word_tfidf__heh,0.14690826194771722,word: heh
word_tfidf__heidi,0.07456738026408137,word: heidi
word_tfidf__height,0.0710791561215469,word: height
word_tfidf__heights,-0.0044293237178040755,word: heights
word_tfidf__heis,0.12119020801858903,word: heis
word_tfidf__held,-0.009549247091242257,word: held
word_tfidf__helen,0.13064441113538428,word: helen
word_tfidf__helena,0.08551981694685067,word: helena
word_tfidf__helga,-0.11265847851356832,word: helga
word_tfidf__helicopter,-0.032788063701516476,word: helicopter
word_tfidf__helicopters,0.0022401620416200823,word: helicopters
word_tfidf__hell,-0.15192292639788538,word: hell
word_tfidf__hell did,-0.0006959747894016192,word: hell did
word_tfidf__hell doing,-0.12203572777157164,word: hell doing
word_tfidf__hell going,-0.06691817407998053,word: hell going
word_tfidf__hello,0.02965853692545409,word: hello
word_tfidf__hello hello,0.012775884576786814,word: hello hello
word_tfidf__hello mr,0.10557910162417149,word: hello mr
word_tfidf__helluva,-0.025822247978363785,word: helluva
word_tfidf__helm,0.023696952108665497,word: helm
word_tfidf__helmet,-0.004047405455374856,word: helmet
word_tfidf__helmets,0.05685083783791963,word: helmets
word_tfidf__help help,-0.030954774559472056,word: help help
word_tfidf__helped,0.08837594603151096,word: helped
word_tfidf__helpful,-0.07652852214918865,word: helpful
word_tfidf__helping,-0.0499469998335557,word: helping
word_tfidf__helpless,0.03835190702285677,word: helpless
word_tfidf__helplessly,-0.01167835147345821,word: helplessly
word_tfidf__helps,-0.024783110789359034,word: helps
word_tfidf__hemingway,0.019802133747455458,word: hemingway
word_tfidf__henderson,-0.0214179370854763,word: henderson
word_tfidf__hendricks,0.05374916664687672,word: hendricks
word_tfidf__henri,-0.08842901549805729,word: henri
word_tfidf__henry,0.02333557131030052,word: henry
word_tfidf__henry cont,-0.0497983235515075,word: henry cont
word_tfidf__herb,-0.16359242591252515,word: herb
word_tfidf__herd,-0.015315340523464794,word: herd
word_tfidf__herman,0.11747312097080735,word: herman
word_tfidf__hero,-0.053610534912884,word: hero
word_tfidf__heroes,-0.05619223719971227,word: heroes
word_tfidf__heroin,0.011446350496806458,word: heroin
word_tfidf__heroine,-0.07031255670802918,word: heroine
word_tfidf__herr,0.029671306757912835,word: herr
word_tfidf__hershey,-0.04236766512606439,word: hershey
word_tfidf__hertz,-0.10949898025531238,word: hertz
word_tfidf__hesitant,0.041585966416922374,word: hesitant
word_tfidf__hesitantly,0.004554363634840561,word: hesitantly
word_tfidf__hesitate,-0.0072446510765899405,word: hesitate
word_tfidf__hesitates,0.04617637258560773,word: hesitates
word_tfidf__hesitates moment,-0.0206545886629612,word: hesitates moment
word_tfidf__hesitating,-0.02902953532801659,word: hesitating
word_tfidf__hesitation,0.02520172551211665,word: hesitation
word_tfidf__hey come,0.0456398638316096,word: hey come
word_tfidf__hey don,0.007210601689948753,word: hey don
word_tfidf__hey guys,-0.06370531803482204,word: hey guys
word_tfidf__hey hey,0.08501964072341865,word: hey hey
word_tfidf__hey look,0.10421975520169505,word: hey look
word_tfidf__hey man,-0.011597978966859103,word: hey man
word_tfidf__hey wait,-0.0021090468759145087,word: hey wait
word_tfidf__heywood,0.02017034051021666,word: heywood
word_tfidf__hi,-0.054413356968072736,word: hi
word_tfidf__hiccup,0.19835664390620666,word: hiccup
word_tfidf__hicks,-0.07240016238601808,word: hicks
word_tfidf__hidden,-0.14084770074019118,word: hidden
word_tfidf__hide,-0.004318708225217261,word: hide
word_tfidf__hideous,-0.025661415196486945,word: hideous
word_tfidf__hides,0.16290472922695232,word: hides
word_tfidf__hiding,-0.015036991546123942,word: hiding
word_tfidf__hiding place,-0.03772318230062873,word: hiding place
word_tfidf__high angle,0.03189950021537517,word: high angle
word_tfidf__high heels,0.009367973040935545,word: high heels
word_tfidf__high pitched,-0.08447718320051213,word: high pitched
word_tfidf__high priest,-0.04429538686569579,word: high priest
word_tfidf__high school,-0.06926842285515585,word: high school
word_tfidf__high speed,0.02252781313693013,word: high speed
word_tfidf__high tech,-0.10883406042737154,word: high tech
word_tfidf__higher,-0.11171646535427851,word: higher
word_tfidf__highest,0.15362821421861025,word: highest
word_tfidf__highly,0.1325753275014275,word: highly
word_tfidf__highness,0.09395907274586777,word: highness
word_tfidf__highway,-0.11685643893367662,word: highway
word_tfidf__highway day,-0.05701998339325709,word: highway day
word_tfidf__highway night,-0.07918049806915753,word: highway night
word_tfidf__hill,0.08310083355362129,word: hill
word_tfidf__hills,-0.05848492546800723,word: hills
word_tfidf__hillside,-0.03909621882736955,word: hillside
word_tfidf__hilltop,-0.00719543929489956,word: hilltop
word_tfidf__hilly,0.10387435474795459,word: hilly
word_tfidf__hilton,-0.00382558886740441,word: hilton
word_tfidf__hines,-0.06362340338786143,word: hines
word_tfidf__hinges,-0.08284099497444512,word: hinges
word_tfidf__hint,-0.06690626007439537,word: hint
word_tfidf__hip,-0.003058671595648487,word: hip
word_tfidf__hippie,0.1330273304640519,word: hippie
word_tfidf__hippy,0.0349266430792017,word: hippy
word_tfidf__hips,-0.08969967619791962,word: hips
word_tfidf__hire,0.062247425257467986,word: hire
word_tfidf__hired,0.067472408199371,word: hired
word_tfidf__hispanic,-0.022401710768757698,word: hispanic
word_tfidf__hiss,0.055874838889652674,word: hiss
word_tfidf__hisses,0.006095766204641382,word: hisses
word_tfidf__hissing,0.031517168352166135,word: hissing
word_tfidf__history,0.10423099102869314,word: history
word_tfidf__hit,-0.042384727246194395,word: hit
word_tfidf__hitler,-0.015768557658797203,word: hitler
word_tfidf__hits button,-0.11873577640181755,word: hits button
word_tfidf__hits floor,0.07984660298659808,word: hits floor
word_tfidf__hits ground,0.04790852276304913,word: hits ground
word_tfidf__hitting,-0.07368711605042891,word: hitting
word_tfidf__hm,0.02058905253447947,word: hm
word_tfidf__hmm,0.04343097348243557,word: hmm
word_tfidf__hmmm,-0.03208819057576026,word: hmmm
word_tfidf__ho,-0.14336977681342106,word: ho
word_tfidf__ho ho,-0.00366219869617279,word: ho ho
word_tfidf__hobbles,0.09168048999488955,word: hobbles
word_tfidf__hockey,-0.11548136208612361,word: hockey
word_tfidf__hockney,0.06674731213289646,word: hockney
word_tfidf__hodges,-0.07797727418167842,word: hodges
word_tfidf__hog,-0.10532154026351452,word: hog
word_tfidf__hogs,-0.0069575085878538405,word: hogs
word_tfidf__hoist,-0.0062785956717260425,word: hoist
word_tfidf__hoists,0.01752936080902779,word: hoists
word_tfidf__holden,-0.11076484205170632,word: holden
word_tfidf__holder,-0.06390868253477631,word: holder
word_tfidf__holding gun,0.02879846032245827,word: holding gun
word_tfidf__holding hand,-0.020091498701527887,word: holding hand
word_tfidf__holding hands,0.11513651003127198,word: holding hands
word_tfidf__holds hand,0.07622119420589687,word: holds hand
word_tfidf__holds hands,0.06600068859854129,word: holds hands
word_tfidf__hole,-0.042050609156621524,word: hole
word_tfidf__holes,0.047213343969490514,word: holes
word_tfidf__holiday,-0.05263993812935539,word: holiday
word_tfidf__holland,0.0458679293671078,word: holland
word_tfidf__holler,0.019123837825730187,word: holler
word_tfidf__hollis,0.20797272247506324,word: hollis
word_tfidf__hollow,-0.003161154456634967,word: hollow
word_tfidf__holly,0.07413957068121463,word: holly
word_tfidf__hollywood,-0.05325649817327365,word: hollywood
word_tfidf__holmes,0.062472224067033184,word: holmes
word_tfidf__holster,0.001996673826657575,word: holster
word_tfidf__holy,-0.026868434078331307,word: holy
word_tfidf__holy shit,0.09969599976444797,word: holy shit
word_tfidf__home day,-0.21353110141521478,word: home day
word_tfidf__home night,-0.14040583039013188,word: home night
word_tfidf__homeless,0.07824389262596095,word: homeless
word_tfidf__homes,-0.15857855182699554,word: homes
word_tfidf__homework,-0.028132808848316117,word: homework
word_tfidf__homicide,-0.017657327718221507,word: homicide
word_tfidf__hon,-0.002086883383071998,word: hon
word_tfidf__honda,0.0033580318675870136,word: honda
word_tfidf__honest,-0.028799459052625282,word: honest
word_tfidf__honestly,-0.04387183421431943,word: honestly
word_tfidf__honesty,-0.09436065344823258,word: honesty
word_tfidf__honey,-0.13919382255844806,word: honey
word_tfidf__honeymoon,-0.10109726109480953,word: honeymoon
word_tfidf__honking,-0.1028657822121893,word: honking
word_tfidf__honks,0.07926703444767569,word: honks
word_tfidf__honor,-0.01990052708955157,word: honor
word_tfidf__honorable,-0.005167208230939689,word: honorable
word_tfidf__honored,-0.07261986099411842,word: honored
word_tfidf__hoo,0.009268337345256441,word: hoo
word_tfidf__hood,-0.03133429005669023,word: hood
word_tfidf__hooded,-0.018836292308249288,word: hooded
word_tfidf__hoods,-0.01167354305644281,word: hoods
word_tfidf__hook,-0.14229376747275618,word: hook
word_tfidf__hooked,0.0017617357199460218,word: hooked
word_tfidf__hooker,-0.002642344634161586,word: hooker
word_tfidf__hooks,0.03880018583744413,word: hooks
word_tfidf__hooper,-0.026401064838944277,word: hooper
word_tfidf__hop,-0.10305110672446148,word: hop
word_tfidf__hope,0.09333102247305106,word: hope
word_tfidf__hope don,-0.028853565563443352,word: hope don
word_tfidf__hoped,0.09875355862583743,word: hoped
word_tfidf__hopeful,-0.0711115071477358,word: hopeful
word_tfidf__hopefully,-0.11292472760836833,word: hopefully
word_tfidf__hopeless,0.03510557440093253,word: hopeless
word_tfidf__hopes,-0.10177977470365655,word: hopes
word_tfidf__hoping,-0.0001575081297073378,word: hoping
word_tfidf__hopping,-0.04045442472229422,word: hopping
word_tfidf__hops,0.021892033820474617,word: hops
word_tfidf__horizon,-0.017918344950678174,word: horizon
word_tfidf__horn,0.037328045802307426,word: horn
word_tfidf__horns,-0.010063264826978922,word: horns
word_tfidf__horowitz,-0.03020442321522309,word: horowitz
word_tfidf__horrible,-0.1295721181073874,word: horrible
word_tfidf__horribly,-0.07606165480101908,word: horribly
word_tfidf__horrific,-0.11882148356134634,word: horrific
word_tfidf__horrified,-0.1163662149871934,word: horrified
word_tfidf__horror,-0.14956136948163257,word: horror
word_tfidf__horse,0.047789106972883376,word: horse
word_tfidf__horseback,-0.004094217696334864,word: horseback
word_tfidf__horses,0.06382983711690238,word: horses
word_tfidf__hose,-0.08654622174449181,word: hose
word_tfidf__hospital,0.07451624275881813,word: hospital
word_tfidf__hospital corridor,0.07304397336071046,word: hospital corridor
word_tfidf__hospital day,0.08546453151114045,word: hospital day
word_tfidf__hospital room,0.03833725872577774,word: hospital room
word_tfidf__host,0.07021096917617153,word: host
word_tfidf__hostage,-0.0748710552409071,word: hostage
word_tfidf__hostages,0.008619925021479919,word: hostages
word_tfidf__hostess,-0.10335736298822823,word: hostess
word_tfidf__hostile,0.035444186025567606,word: hostile
word_tfidf__hot,-0.10242387003301316,word: hot
word_tfidf__hot dog,0.08577153419761695,word: hot dog
word_tfidf__hotel,0.04030676907899212,word: hotel
word_tfidf__hotel corridor,0.16648139881501006,word: hotel corridor
word_tfidf__hotel day,-0.05918966004149073,word: hotel day
word_tfidf__hotel lobby,0.08899709441727707,word: hotel lobby
word_tfidf__hotel night,-0.021234928049341278,word: hotel night
word_tfidf__hotel room,0.016954677738822525,word: hotel room
word_tfidf__hotel suite,0.08082641812424106,word: hotel suite
word_tfidf__hour,0.01303207856090873,word: hour
word_tfidf__hours,0.010703822417162754,word: hours
word_tfidf__hours ago,0.031068797386541086,word: hours ago
word_tfidf__house bedroom,-0.0420444635609853,word: house bedroom
word_tfidf__house continuous,-0.03727300736878445,word: house continuous
word_tfidf__house day,0.03856049492287446,word: house day
word_tfidf__house door,0.011165867570166759,word: house door
word_tfidf__house int,0.04532763529066821,word: house int
word_tfidf__house kitchen,-0.015346867180430759,word: house kitchen
word_tfidf__house living,0.02265617160214152,word: house living
word_tfidf__house morning,-0.016275287148523304,word: house morning
word_tfidf__house night,-0.08163038922816353,word: house night
word_tfidf__household,0.08221566458191955,word: household
word_tfidf__houses,0.14419468914686212,word: houses
word_tfidf__housing,0.005262664594821358,word: housing
word_tfidf__houston,0.09018819503565759,word: houston
word_tfidf__hover,-0.050958947862461315,word: hover
word_tfidf__hovering,0.08157458727761559,word: hovering
word_tfidf__hovers,-0.07656637500613525,word: hovers
word_tfidf__howard,-0.16724153112439846,word: howard
word_tfidf__howell,-0.018132005752141578,word: howell
word_tfidf__howl,-0.061528081295097514,word: howl
word_tfidf__howling,0.02454003963811963,word: howling
word_tfidf__howls,-0.0889606510123489,word: howls
word_tfidf__hq,0.18596560413534483,word: hq
word_tfidf__hub,0.05281133189514405,word: hub
word_tfidf__huddle,-0.004488625668445394,word: huddle
word_tfidf__huddled,0.00523743091426802,word: huddled
word_tfidf__hudson,-0.03654348104101434,word: hudson
word_tfidf__huey,-0.011921040469897885,word: huey
word_tfidf__hug,-0.04197266900871842,word: hug
word_tfidf__huge,0.026100823333688187,word: huge
word_tfidf__hugging,-0.06752690196841139,word: hugging
word_tfidf__hugh,0.012830899164596786,word: hugh
word_tfidf__hugo,0.0034432584553994844,word: hugo
word_tfidf__hugs,-0.032528269916982905,word: hugs
word_tfidf__huh,0.04172021713048297,word: huh
word_tfidf__hull,-0.01962103090483754,word: hull
word_tfidf__hum,0.035384463519574014,word: hum
word_tfidf__human,-0.07189989565868178,word: human
word_tfidf__humanity,0.04053001640495368,word: humanity
word_tfidf__humans,-0.03758440607561255,word: humans
word_tfidf__humble,0.010091622226769448,word: humble
word_tfidf__humiliated,-0.04921977936897543,word: humiliated
word_tfidf__humming,-0.0356250296813863,word: humming
word_tfidf__humor,-0.06198658979704627,word: humor
word_tfidf__hums,0.04598010449018325,word: hums
word_tfidf__humvee,-0.11252034786496169,word: humvee
word_tfidf__hunched,0.0987741637696874,word: hunched
word_tfidf__hundreds,0.10092812131071661,word: hundreds
word_tfidf__hung,-0.057067922297496854,word: hung
word_tfidf__hungry,0.07462764993045631,word: hungry
word_tfidf__hunh,0.09035035325822895,word: hunh
word_tfidf__hunk,0.01741407134799885,word: hunk
word_tfidf__hunt,-0.033092641927172324,word: hunt
word_tfidf__hunter,0.07752492768043379,word: hunter
word_tfidf__hunters,-0.005311212580082865,word: hunters
word_tfidf__hunting,-0.01556346624803543,word: hunting
word_tfidf__hurling,-0.053398541282069216,word: hurling
word_tfidf__hurls,-0.005879736227524354,word: hurls
word_tfidf__huron,0.024922733405259988,word: huron
word_tfidf__hurricane,0.0056841739339639815,word: hurricane
word_tfidf__hurriedly,-0.05215195232260986,word: hurriedly
word_tfidf__hurries,-0.08912385094484762,word: hurries
word_tfidf__hurry,0.01708798911820543,word: hurry
word_tfidf__hurrying,-0.05939296395079272,word: hurrying
word_tfidf__hurt,-0.0661555231053394,word: hurt
word_tfidf__hurting,0.01941467066625919,word: hurting
word_tfidf__hurtles,-0.053005427948027706,word: hurtles
word_tfidf__hurtling,0.011839140632264477,word: hurtling
word_tfidf__hurts,-0.07927780787662266,word: hurts
word_tfidf__husband,-0.07079769507645604,word: husband
word_tfidf__hush,0.1429167676907718,word: hush
word_tfidf__hushed,-0.04487605499169962,word: hushed
word_tfidf__hustle,-0.04092864229018402,word: hustle
word_tfidf__hustles,-0.008257356092835426,word: hustles
word_tfidf__hut,-0.019017131096255014,word: hut
word_tfidf__hydraulic,-0.09206070062207419,word: hydraulic
word_tfidf__hysteria,0.03537538508184866,word: hysteria
word_tfidf__hysterical,-0.015775372604162355,word: hysterical
word_tfidf__hysterically,0.00451737769366578,word: hysterically
word_tfidf__iago,0.07645619585160095,word: iago
word_tfidf__ian,0.07171232252183166,word: ian
word_tfidf__ice,-0.05974443035732844,word: ice
word_tfidf__ice cream,0.04430483971429263,word: ice cream
word_tfidf__icy,0.024762581390890062,word: icy
word_tfidf__id,0.014761021745817636,word: id
word_tfidf__ida,0.07715681588884774,word: ida
word_tfidf__idaho,0.0036432405744614353,word: idaho
word_tfidf__ideas,-0.0902233711470851,word: ideas
word_tfidf__identical,0.0019406840261474154,word: identical
word_tfidf__identification,0.10850595790952122,word: identification
word_tfidf__identified,0.1118517265913181,word: identified
word_tfidf__identify,0.0009739910890368176,word: identify
word_tfidf__identity,0.013803332959795455,word: identity
word_tfidf__idiot,-0.062273311901769234,word: idiot
word_tfidf__idling,-0.07932636295305576,word: idling
word_tfidf__idly,0.06135487592083558,word: idly
word_tfidf__ignites,0.01766619788714437,word: ignites
word_tfidf__ignition,-0.055119659452290234,word: ignition
word_tfidf__ignore,-0.03876747623141089,word: ignore
word_tfidf__ignored,0.022697657724106996,word: ignored
word_tfidf__ignores,-0.02015339565369524,word: ignores
word_tfidf__ignoring,0.04521413438728011,word: ignoring
word_tfidf__ii,-0.013790986141535157,word: ii
word_tfidf__iii,0.09287567278726937,word: iii
word_tfidf__ike,-0.01840473706861031,word: ike
word_tfidf__il,0.01124919919744557,word: il
word_tfidf__ill,0.11597090978902955,word: ill
word_tfidf__illegal,0.11682983588644989,word: illegal
word_tfidf__illuminate,-0.05305492350014801,word: illuminate
word_tfidf__illuminated,-0.02954279090695786,word: illuminated
word_tfidf__illuminates,-0.04350754360892106,word: illuminates
word_tfidf__illuminating,-0.11815975120799425,word: illuminating
word_tfidf__im,0.02444866746945999,word: im
word_tfidf__image,-0.015790768588720545,word: image
word_tfidf__images,-0.057681182087294156,word: images
word_tfidf__imaginary,-0.019622238212811477,word: imaginary
word_tfidf__imagination,0.027711913953388206,word: imagination
word_tfidf__imagine,-0.01914880629372128,word: imagine
word_tfidf__imagined,-0.08567164827641735,word: imagined
word_tfidf__imitating,0.05071978249744942,word: imitating
word_tfidf__immediate,0.076253921826029,word: immediate
word_tfidf__immediately,0.0038007519321138607,word: immediately
word_tfidf__immense,0.028748868242427603,word: immense
word_tfidf__immigration,0.07078378133724864,word: immigration
word_tfidf__impact,0.01313884814864224,word: impact
word_tfidf__impala,0.004164408301309767,word: impala
word_tfidf__impassive,0.08512199307839909,word: impassive
word_tfidf__impatient,-0.0052379825887690894,word: impatient
word_tfidf__impatiently,-0.07435539493634022,word: impatiently
word_tfidf__imperial,0.12911043563007688,word: imperial
word_tfidf__important,0.03835806167166124,word: important
word_tfidf__imposing,-0.0440370932492634,word: imposing
word_tfidf__impossible,0.01568892548628552,word: impossible
word_tfidf__impossibly,0.06821781264742331,word: impossibly
word_tfidf__impress,-0.04604584083070857,word: impress
word_tfidf__impressed,-0.028262421223481157,word: impressed
word_tfidf__impression,0.014974186733335948,word: impression
word_tfidf__impressive,-0.06078688061794159,word: impressive
word_tfidf__impulse,0.05640880969670936,word: impulse
word_tfidf__inch,-0.018970253828918756,word: inch
word_tfidf__inches,-0.12528671266196098,word: inches
word_tfidf__inches away,0.022759610624854855,word: inches away
word_tfidf__incident,-0.010325302368020846,word: incident
word_tfidf__include,0.009520398054840324,word: include
word_tfidf__includes,0.0644695597234694,word: includes
word_tfidf__including,0.029350959092230663,word: including
word_tfidf__incoming,-0.00019800574981101944,word: incoming
word_tfidf__increases,-0.04616487053730988,word: increases
word_tfidf__increasing,-0.025679035479367073,word: increasing
word_tfidf__increasingly,-0.0064253767822515144,word: increasingly
word_tfidf__incredible,0.004583539766831316,word: incredible
word_tfidf__incredibly,-0.0438567490344647,word: incredibly
word_tfidf__incredulous,0.09146011133959187,word: incredulous
word_tfidf__index,0.0860083827664207,word: index
word_tfidf__india,0.02956917061873161,word: india
word_tfidf__indian,0.05651267217335903,word: indian
word_tfidf__indiana,-0.08950291804936521,word: indiana
word_tfidf__indians,0.030031118768651017,word: indians
word_tfidf__indicate,0.04500834185853673,word: indicate
word_tfidf__indicates,0.12829994643036366,word: indicates
word_tfidf__indicating,0.06544159112191887,word: indicating
word_tfidf__individual,-0.019932989797891855,word: individual
word_tfidf__industrial,-0.1599966683388929,word: industrial
word_tfidf__industry,0.05707698280779158,word: industry
word_tfidf__indy,0.13260609944007945,word: indy
word_tfidf__inevitable,0.057177868800086656,word: inevitable
word_tfidf__inez,0.11731015851933553,word: inez
word_tfidf__infant,0.1427097956867185,word: infant
word_tfidf__inferno,-0.041758289971019116,word: inferno
word_tfidf__infinite,0.03378232751736945,word: infinite
word_tfidf__infirmary,0.15506523827800597,word: infirmary
word_tfidf__influence,0.026584802151962024,word: influence
word_tfidf__inform,0.03530800342560678,word: inform
word_tfidf__information,0.008547085463715812,word: information
word_tfidf__informed,0.029924991178286234,word: informed
word_tfidf__ing,-0.15807161983248172,word: ing
word_tfidf__ingrid,-0.18380850853705166,word: ingrid
word_tfidf__inhales,0.04840668478730076,word: inhales
word_tfidf__inhuman,-0.038319643955650885,word: inhuman
word_tfidf__initial,0.059101398968179064,word: initial
word_tfidf__injured,0.08652815135145885,word: injured
word_tfidf__injury,-0.037281616476165784,word: injury
word_tfidf__ink,0.010259188860421055,word: ink
word_tfidf__inn,0.0633542020893637,word: inn
word_tfidf__inner,0.06735807623937633,word: inner
word_tfidf__inner voice,-0.04547243333314829,word: inner voice
word_tfidf__innocence,-0.05548462981246447,word: innocence
word_tfidf__innocent,-0.09215072687975118,word: innocent
word_tfidf__innocently,-0.07698251958860922,word: innocently
word_tfidf__insane,-0.08091478634452634,word: insane
word_tfidf__insect,0.032299432028753565,word: insect
word_tfidf__insects,0.07552573097538283,word: insects
word_tfidf__insert,0.14322202567278028,word: insert
word_tfidf__inserts,0.026593865049315834,word: inserts
word_tfidf__inside car,0.06162844569515161,word: inside car
word_tfidf__inside door,0.045438116678847854,word: inside door
word_tfidf__inside house,-0.01378733519182042,word: inside house
word_tfidf__inside int,-0.18409662043240022,word: inside int
word_tfidf__insist,0.02574457722451787,word: insist
word_tfidf__insistent,0.13678511792956113,word: insistent
word_tfidf__inspecting,0.011063948236232093,word: inspecting
word_tfidf__inspection,0.11706587527023833,word: inspection
word_tfidf__inspector,0.1316277381464528,word: inspector
word_tfidf__inspects,0.10508481941722156,word: inspects
word_tfidf__inspired,-0.18626424443840223,word: inspired
word_tfidf__instance,0.0039986349258645925,word: instance
word_tfidf__instant,-0.13979466842925972,word: instant
word_tfidf__instantly,-0.11277387492749023,word: instantly
word_tfidf__instead,-0.03181212959615992,word: instead
word_tfidf__instinct,0.03534313164453287,word: instinct
word_tfidf__instinctively,0.008281907051420906,word: instinctively
word_tfidf__institute,-0.08133802230321291,word: institute
word_tfidf__institution,-0.01575327843303522,word: institution
word_tfidf__instructions,0.16159723731523445,word: instructions
word_tfidf__instructor,-0.018834611631591443,word: instructor
word_tfidf__instrument,0.14230602746100623,word: instrument
word_tfidf__instruments,-0.024135045668625458,word: instruments
word_tfidf__insult,0.0673432345001126,word: insult
word_tfidf__insurance,-0.08827272827627067,word: insurance
word_tfidf__int ace,0.027120440766888337,word: int ace
word_tfidf__int airport,0.007510736691480551,word: int airport
word_tfidf__int apartment,0.10791944831798025,word: int apartment
word_tfidf__int backstage,-0.006035213516922237,word: int backstage
word_tfidf__int bank,-0.07064168815693445,word: int bank
word_tfidf__int bar,-0.05949232947135767,word: int bar
word_tfidf__int basement,0.007060162382519738,word: int basement
word_tfidf__int bathroom,0.10541030602011318,word: int bathroom
word_tfidf__int bedroom,-0.0737731507673884,word: int bedroom
word_tfidf__int bridge,-0.0007669522279041212,word: int bridge
word_tfidf__int bus,0.1358590332563557,word: int bus
word_tfidf__int cab,0.08906708756435776,word: int cab
word_tfidf__int cabin,-0.03721233033699284,word: int cabin
word_tfidf__int canyon,0.07622023654677083,word: int canyon
word_tfidf__int car,0.07204675749235517,word: int car
word_tfidf__int cave,0.1739702936549764,word: int cave
word_tfidf__int church,-0.10675195669877688,word: int church
word_tfidf__int club,0.032713443221984204,word: int club
word_tfidf__int cockpit,-0.06011154803492779,word: int cockpit
word_tfidf__int coffee,-0.029908366929354974,word: int coffee
word_tfidf__int command,-0.039018246921145826,word: int command
word_tfidf__int conference,-0.0590799818583346,word: int conference
word_tfidf__int control,0.12542087802218052,word: int control
word_tfidf__int corridor,0.14960558672348997,word: int corridor
word_tfidf__int courtroom,0.11747206057320117,word: int courtroom
word_tfidf__int day,0.13488487083993278,word: int day
word_tfidf__int diner,-0.01677831856350465,word: int diner
word_tfidf__int dining,0.06517705470818454,word: int dining
word_tfidf__int dorm,-0.031011880258500175,word: int dorm
word_tfidf__int elevator,0.05437735841217044,word: int elevator
